entity,period,state,loan_count,total_book_value,avg_interest_rate
LLANY,2021Q4,NY,1,1266496.0,5.75
LLANY,2022Q4,GA,1,336425.0,5.5
LLANY,2022Q4,NE,1,844346.0,5.98
LLANY,2023Q4,GA,1,219950.0,5.5
LLANY,2023Q4,NE,1,543344.0,5.98
LNL,2019Q4,FDS,1,371435000.0,2.11
LNL,2020Q4,AA,4,9177493.0,0
LNL,2020Q4,AC,1,100000.0,0
LNL,2020Q4,ARM,1,33758806.0,0
LNL,2020Q4,AX,1,225000.0,0
LNL,2020Q4,BU,1,225000.0,0
LNL,2020Q4,CL,1,743700.0,0
LNL,2020Q4,CO,1,75751.0,0
LNL,2020Q4,DG,1,17800000.0,0
LNL,2020Q4,FDS,1,247983000.0,2.11
LNL,2020Q4,FM,1,130048.0,0
LNL,2020Q4,FP,1,170860.0,0
LNL,2020Q4,HL,1,225000.0,0
LNL,2020Q4,LLC,1,24963.0,0
LNL,2020Q4,LNS,1,14666667.0,0
LNL,2020Q4,MMF,1,133309043.0,2.1
LNL,2020Q4,NV,1,1979354.0,0
LNL,2022Q4,SA,1,5000000.0,0
